Index,Champion,Other Champions,Synergy,Counter,Synergy Total,Counter Total
10766,Malphite,Aurelion Sol,0,0,0,0
10767,Malphite,Ahri,-1,0,1,0
10768,Malphite,Akshan,-1,1,1,3
10769,Malphite,Alistar,-2,-1,2,1
10770,Malphite,Amumu,-1,2,1,2
10771,Malphite,Anivia,1,-3,1,3
10772,Malphite,Annie,-3,0,3,0
10773,Malphite,Ashe,0,1,4,7
10774,Malphite,Azir,0,0,0,2
10775,Malphite,Bard,-1,1,3,3
10776,Malphite,Blitzcrank,0,-2,0,6
10777,Malphite,Brand,0,1,2,1
10778,Malphite,Braum,-1,2,1,2
10779,Malphite,Camille,0,-4,0,6
10780,Malphite,Caitlyn,-3,-25,3,29
10781,Malphite,Cassiopeia,0,0,0,0
10782,Malphite,Cho Gath,0,0,0,0
10783,Malphite,Corki,-1,0,1,0
10784,Malphite,Darius,1,1,1,1
10785,Malphite,Dr. Mundo,0,0,0,0
10786,Malphite,Diana,-3,0,3,0
10787,Malphite,Draven,-1,0,1,2
10788,Malphite,Ekko,-5,0,7,8
10789,Malphite,Elise,0,0,0,0
10790,Malphite,Evelynn,-3,1,3,3
10791,Malphite,Ezreal,-1,-2,5,14
10792,Malphite,Fiddlesticks,0,0,0,2
10793,Malphite,Fiora,0,4,0,6
10794,Malphite,Fizz,1,-1,1,1
10795,Malphite,Galio,-1,0,1,0
10796,Malphite,Gangplank,-1,0,1,0
10797,Malphite,Garen,-3,1,3,1
10798,Malphite,Gnar,0,1,0,1
10799,Malphite,Gragas,-2,-1,2,5
10800,Malphite,Graves,-1,-1,7,5
10801,Malphite,Gwen,-1,-2,1,6
10802,Malphite,Hecarim,0,0,2,0
10803,Malphite,Heimerdinger,0,0,0,0
10804,Malphite,Irelia,-2,24,2,28
10805,Malphite,Ivern,1,0,1,0
10806,Malphite,Illaoi,0,0,2,0
10807,Malphite,Janna,0,-3,0,3
10808,Malphite,Jarvan IV,0,0,0,0
10809,Malphite,Jax,-1,3,1,5
10810,Malphite,Jayce,1,-3,1,3
10811,Malphite,Jhin,3,-3,3,5
10812,Malphite,Jinx,-1,0,3,0
10813,Malphite,Karma,1,-4,5,4
10814,Malphite,Kalista,1,1,1,1
10815,Malphite,Karthus,-1,0,1,0
10816,Malphite,Kassadin,0,3,0,7
10817,Malphite,Kai Sa,0,0,0,0
10818,Malphite,Katarina,3,-5,7,5
10819,Malphite,Kayn,0,-3,0,3
10820,Malphite,Kayle,1,1,1,1
10821,Malphite,Kennen,-1,0,1,2
10822,Malphite,Kha Zix,0,0,0,0
10823,Malphite,Kog Maw,0,0,0,0
10824,Malphite,Kled,0,-2,0,2
10825,Malphite,Kindred,3,-1,5,1
10826,Malphite,LeBlanc,0,0,0,0
10827,Malphite,Lee Sin,0,0,0,0
10828,Malphite,Leona,0,5,4,9
10829,Malphite,Lucian,3,4,9,10
10830,Malphite,Lissandra,0,0,0,0
10831,Malphite,Lulu,2,2,12,2
10832,Malphite,Lux,2,-1,2,3
10833,Malphite,Malphite,0,0,40,0
10834,Malphite,Malzahar,0,-1,0,1
10835,Malphite,Maokai,-1,3,1,5
10836,Malphite,Master Yi,0,0,0,0
10837,Malphite,Miss Fortune,0,0,0,0
10838,Malphite,Mordekaiser,0,-1,0,1
10839,Malphite,Morgana,-4,2,6,2
10840,Malphite,Nami,1,4,5,6
10841,Malphite,Nasus,0,-1,0,1
10842,Malphite,Nautilus,-1,0,1,2
10843,Malphite,Neeko,-1,0,3,0
10844,Malphite,Nidalee,1,1,1,3
10845,Malphite,Nocturne,1,0,1,0
10846,Malphite,Nunu and Willump,0,0,0,0
10847,Malphite,Olaf,0,0,0,0
10848,Malphite,Orrn,0,0,0,0
10849,Malphite,Orianna,-1,0,1,2
10850,Malphite,Pantheon,0,0,2,0
10851,Malphite,Poppy,-2,0,2,0
10852,Malphite,Pyke,1,2,1,2
10853,Malphite,Quinn,3,0,3,6
10854,Malphite,Rammus,2,4,2,4
10855,Malphite,Rakan,4,0,4,0
10856,Malphite,Rek Sai,0,0,0,0
10857,Malphite,Renekton,0,5,0,5
10858,Malphite,Rengar,-1,1,1,3
10859,Malphite,Riven,1,0,3,4
10860,Malphite,Rumble,0,0,0,2
10861,Malphite,Ryze,6,-3,8,3
10862,Malphite,Samira,3,-3,5,3
10863,Malphite,Sejuani,0,-2,2,2
10864,Malphite,Seraphine,0,0,4,0
10865,Malphite,Shaco,0,-1,0,1
10866,Malphite,Shen,0,-3,0,3
10867,Malphite,Shyvana,0,0,0,0
10868,Malphite,Singed,1,0,1,0
10869,Malphite,Sion,0,0,0,0
10870,Malphite,Sivir,0,-1,0,1
10871,Malphite,Skarner,-2,0,4,0
10872,Malphite,Sona,1,-1,3,5
10873,Malphite,Soraka,-1,0,1,0
10874,Malphite,Swain,1,1,1,3
10875,Malphite,Syndra,2,-1,6,1
10876,Malphite,Sylas,0,-3,2,15
10877,Malphite,Talon,1,1,3,1
10878,Malphite,Taliyah,0,0,0,2
10879,Malphite,Taric,0,0,2,0
10880,Malphite,Tahm Kench,0,0,0,0
10881,Malphite,Thresh,3,-2,7,8
10882,Malphite,Teemo,1,0,1,0
10883,Malphite,Tristana,0,3,4,3
10884,Malphite,Trundle,-2,-4,2,4
10885,Malphite,Tryndamere,0,-2,0,2
10886,Malphite,Twisted Fate,0,0,0,0
10887,Malphite,Twitch,1,-1,1,3
10888,Malphite,Udyr,-1,0,1,0
10889,Malphite,Urgot,0,-1,0,1
10890,Malphite,Varus,0,1,2,9
10891,Malphite,Vayne,2,0,4,2
10892,Malphite,Veigar,0,2,0,4
10893,Malphite,Vel Koz,0,0,0,0
10894,Malphite,Vi,0,0,0,2
10895,Malphite,Viktor,0,0,0,0
10896,Malphite,Vladimir,-1,-1,1,1
10897,Malphite,Volibear,2,1,2,1
10898,Malphite,Warwick,0,-2,0,2
10899,Malphite,Wukong,0,0,0,0
10900,Malphite,Xayah,2,-2,8,4
10901,Malphite,Xerath,0,1,2,3
10902,Malphite,Xin Zhao,0,0,0,0
10903,Malphite,Yasuo,-7,1,9,3
10904,Malphite,Yorick,0,0,0,0
10905,Malphite,Zac,0,1,0,1
10906,Malphite,Zed,1,6,5,8
10907,Malphite,Ziggs,5,1,7,3
10908,Malphite,Zilean,-1,0,1,2
10909,Malphite,Zoe,0,0,0,0
10910,Malphite,Zyra,-2,1,6,1
10911,Malphite,Yuumi,2,-2,4,4
10912,Malphite,Senna,1,-1,1,3
10913,Malphite,Qiana,0,0,0,0
10914,Malphite,Sett,1,0,3,2
10915,Malphite,Aphelios,3,-2,9,2
10916,Malphite,Viego,1,-2,7,12
10917,Malphite,Rell,-1,1,1,3
10918,Malphite,Lillia,-1,0,1,0
10919,Malphite,Yone,0,0,2,6
10920,Malzahar,Aatrox,0,-1,2,3
10921,Malzahar,Akali,0,0,0,0
10922,Malzahar,Aurelion Sol,0,0,0,0
10923,Malzahar,Ahri,0,0,0,2
10924,Malzahar,Akshan,-1,0,1,0
10925,Malzahar,Alistar,1,0,1,2
10926,Malzahar,Amumu,0,0,0,0
10927,Malzahar,Anivia,0,0,0,0
10928,Malzahar,Annie,0,0,0,0
10929,Malzahar,Ashe,0,-1,0,1
10930,Malzahar,Azir,0,0,0,0
10931,Malzahar,Bard,0,0,0,0
10932,Malzahar,Blitzcrank,0,0,0,0
10933,Malzahar,Brand,0,-1,0,3
10934,Malzahar,Braum,0,2,0,2
10935,Malzahar,Camille,0,1,0,3
10936,Malzahar,Caitlyn,1,1,1,1
10937,Malzahar,Cassiopeia,0,1,0,1
10938,Malzahar,Cho Gath,0,0,0,0
10939,Malzahar,Corki,0,-1,0,1
10940,Malzahar,Darius,2,0,2,2
10941,Malzahar,Dr. Mundo,0,0,0,0
10942,Malzahar,Diana,-1,1,1,1
10943,Malzahar,Draven,0,1,0,1
10944,Malzahar,Ekko,0,2,2,4
10945,Malzahar,Elise,0,0,0,0
10946,Malzahar,Evelynn,-1,0,1,0
10947,Malzahar,Ezreal,1,0,3,0
10948,Malzahar,Fiddlesticks,1,0,1,0
10949,Malzahar,Fiora,0,1,0,1
10950,Malzahar,Fizz,0,0,0,0
10951,Malzahar,Galio,0,-1,0,1
10952,Malzahar,Gangplank,0,-1,0,1
10953,Malzahar,Garen,0,0,0,0
10954,Malzahar,Gnar,-1,0,1,0
10955,Malzahar,Gragas,1,0,1,0
10956,Malzahar,Graves,3,-1,3,1
10957,Malzahar,Gwen,1,2,1,4
10958,Malzahar,Hecarim,0,1,0,1
10959,Malzahar,Heimerdinger,0,0,0,0
10960,Malzahar,Irelia,1,-3,3,3
10961,Malzahar,Ivern,-1,0,1,0
10962,Malzahar,Illaoi,0,0,0,0
10963,Malzahar,Janna,1,0,3,0
10964,Malzahar,Jarvan IV,0,0,0,0
10965,Malzahar,Jax,0,0,0,0
10966,Malzahar,Jayce,2,2,2,2
10967,Malzahar,Jhin,0,-1,0,5
10968,Malzahar,Jinx,-1,1,1,1
10969,Malzahar,Karma,-1,1,1,3
10970,Malzahar,Kalista,0,0,0,0
10971,Malzahar,Karthus,0,0,0,0
10972,Malzahar,Kassadin,0,0,0,0
10973,Malzahar,Kai Sa,0,0,0,0
10974,Malzahar,Katarina,0,-1,2,5
10975,Malzahar,Kayn,-1,1,1,1
10976,Malzahar,Kayle,0,0,0,0
10977,Malzahar,Kennen,0,1,0,1
10978,Malzahar,Kha Zix,0,0,0,0
10979,Malzahar,Kog Maw,0,0,0,0
10980,Malzahar,Kled,0,0,0,0
10981,Malzahar,Kindred,0,0,2,0
10982,Malzahar,LeBlanc,0,0,0,0
10983,Malzahar,Lee Sin,0,0,0,0
10984,Malzahar,Leona,-1,0,1,0
10985,Malzahar,Lucian,2,1,2,1
10986,Malzahar,Lissandra,0,1,0,1
10987,Malzahar,Lulu,0,2,0,2
10988,Malzahar,Lux,0,0,2,0
10989,Malzahar,Malphite,0,1,0,1
10990,Malzahar,Malzahar,-20,0,20,0
10991,Malzahar,Maokai,0,1,0,1
10992,Malzahar,Master Yi,0,0,0,0
10993,Malzahar,Miss Fortune,0,0,0,0
10994,Malzahar,Mordekaiser,1,0,1,2
10995,Malzahar,Morgana,-1,-1,1,1
10996,Malzahar,Nami,1,1,1,1
10997,Malzahar,Nasus,0,1,0,1
10998,Malzahar,Nautilus,1,-2,1,2
10999,Malzahar,Neeko,-1,0,1,0
11000,Malzahar,Nidalee,1,0,1,0
11001,Malzahar,Nocturne,0,0,0,0
11002,Malzahar,Nunu and Willump,0,0,0,0
11003,Malzahar,Olaf,0,0,0,0
11004,Malzahar,Orrn,0,0,0,0
11005,Malzahar,Orianna,0,0,0,0
11006,Malzahar,Pantheon,0,-1,0,1
11007,Malzahar,Poppy,0,1,0,1
11008,Malzahar,Pyke,0,0,0,0
11009,Malzahar,Quinn,-1,0,1,0
11010,Malzahar,Rammus,0,0,0,0
11011,Malzahar,Rakan,1,-1,1,1
11012,Malzahar,Rek Sai,0,0,0,0
11013,Malzahar,Renekton,0,0,0,0
11014,Malzahar,Rengar,0,0,0,0
11015,Malzahar,Riven,-1,0,1,0
11016,Malzahar,Rumble,0,0,2,0
11017,Malzahar,Ryze,-1,0,1,2
11018,Malzahar,Samira,0,0,0,2
11019,Malzahar,Sejuani,1,0,1,0
11020,Malzahar,Seraphine,-2,1,2,1
11021,Malzahar,Shaco,-1,-1,1,1
11022,Malzahar,Shen,1,1,1,1
11023,Malzahar,Shyvana,0,0,0,0
11024,Malzahar,Singed,0,1,0,1
11025,Malzahar,Sion,0,-1,0,1
11026,Malzahar,Sivir,-1,-1,3,1
11027,Malzahar,Skarner,0,1,0,1
11028,Malzahar,Sona,0,0,0,0
11029,Malzahar,Soraka,1,0,1,0
11030,Malzahar,Swain,1,0,1,0
11031,Malzahar,Syndra,0,-1,0,1
11032,Malzahar,Sylas,0,1,2,1
11033,Malzahar,Talon,0,0,2,0
11034,Malzahar,Taliyah,-2,-2,2,2
11035,Malzahar,Taric,0,0,0,0
11036,Malzahar,Tahm Kench,0,0,0,0
11037,Malzahar,Thresh,1,0,3,2
11038,Malzahar,Teemo,-1,1,1,1
11039,Malzahar,Tristana,0,1,0,1
11040,Malzahar,Trundle,-1,0,1,0
11041,Malzahar,Tryndamere,0,0,0,0
11042,Malzahar,Twisted Fate,0,0,0,0
11043,Malzahar,Twitch,1,0,1,0
11044,Malzahar,Udyr,0,0,0,0
11045,Malzahar,Urgot,0,0,0,0
11046,Malzahar,Varus,0,1,0,3
11047,Malzahar,Vayne,1,0,1,0
11048,Malzahar,Veigar,1,-2,1,2
11049,Malzahar,Vel Koz,0,0,0,0
11050,Malzahar,Vi,0,0,0,0
11051,Malzahar,Viktor,0,0,0,0
11052,Malzahar,Vladimir,0,0,0,2
11053,Malzahar,Volibear,0,-1,0,1
11054,Malzahar,Warwick,0,1,0,1
11055,Malzahar,Wukong,0,0,0,0
11056,Malzahar,Xayah,0,-1,0,1
11057,Malzahar,Xerath,0,-1,0,1
11058,Malzahar,Xin Zhao,0,0,0,0
11059,Malzahar,Yasuo,0,0,2,0
11060,Malzahar,Yorick,0,0,0,0
11061,Malzahar,Zac,0,1,0,1
11062,Malzahar,Zed,1,0,1,0
11063,Malzahar,Ziggs,-1,0,1,0
11064,Malzahar,Zilean,0,0,0,0
11065,Malzahar,Zoe,0,0,0,0
11066,Malzahar,Zyra,0,0,0,0
11067,Malzahar,Yuumi,1,-1,3,1
11068,Malzahar,Senna,1,1,3,1
11069,Malzahar,Qiana,0,0,0,0
11070,Malzahar,Sett,0,1,0,1
11071,Malzahar,Aphelios,1,3,1,3
11072,Malzahar,Viego,0,0,0,0
11073,Malzahar,Rell,0,1,0,1
11074,Malzahar,Lillia,0,0,0,0
11075,Malzahar,Yone,1,0,1,2
11076,Maokai,Aatrox,0,0,0,0
11077,Maokai,Akali,0,1,2,1
11078,Maokai,Aurelion Sol,0,0,0,0
11079,Maokai,Ahri,1,0,1,0
11080,Maokai,Akshan,1,0,1,0
11081,Maokai,Alistar,-1,0,1,0
11082,Maokai,Amumu,0,0,0,2
11083,Maokai,Anivia,0,0,0,0
11084,Maokai,Annie,0,0,0,0
11085,Maokai,Ashe,2,-1,2,1
11086,Maokai,Azir,0,2,0,2
11087,Maokai,Bard,0,1,0,1
11088,Maokai,Blitzcrank,-1,2,1,2
11089,Maokai,Brand,1,2,1,2
11090,Maokai,Braum,1,-4,1,4
11091,Maokai,Camille,-1,-2,1,2
11092,Maokai,Caitlyn,3,1,3,5
11093,Maokai,Cassiopeia,0,1,0,1
11094,Maokai,Cho Gath,0,0,0,0
11095,Maokai,Corki,1,1,1,1
11096,Maokai,Darius,1,0,1,0
11097,Maokai,Dr. Mundo,0,0,0,0
11098,Maokai,Diana,3,1,3,1
11099,Maokai,Draven,0,-1,2,1
11100,Maokai,Ekko,0,0,0,0
11101,Maokai,Elise,0,1,0,1
11102,Maokai,Evelynn,0,1,0,1
11103,Maokai,Ezreal,-4,-4,4,6
11104,Maokai,Fiddlesticks,0,0,0,0
11105,Maokai,Fiora,-1,1,1,1
11106,Maokai,Fizz,-1,2,1,2
11107,Maokai,Galio,0,0,0,0
11108,Maokai,Gangplank,-1,0,1,0
11109,Maokai,Garen,0,0,0,0
11110,Maokai,Gnar,0,1,0,1
11111,Maokai,Gragas,0,1,0,1
11112,Maokai,Graves,2,1,2,5
11113,Maokai,Gwen,0,1,0,1
11114,Maokai,Hecarim,0,0,0,0
11115,Maokai,Heimerdinger,-4,0,4,0
11116,Maokai,Irelia,2,0,2,0
11117,Maokai,Ivern,0,0,0,0
11118,Maokai,Illaoi,0,1,0,1
11119,Maokai,Janna,0,0,0,0
11120,Maokai,Jarvan IV,0,0,0,0
11121,Maokai,Jax,-1,0,1,0
11122,Maokai,Jayce,1,1,1,1
11123,Maokai,Jhin,-1,1,1,1
11124,Maokai,Jinx,0,1,2,1
11125,Maokai,Karma,0,2,0,4
11126,Maokai,Kalista,1,0,1,0
11127,Maokai,Karthus,1,1,1,1
11128,Maokai,Kassadin,0,0,0,0
11129,Maokai,Kai Sa,0,0,0,0
11130,Maokai,Katarina,0,1,0,3
11131,Maokai,Kayn,1,-1,3,1
11132,Maokai,Kayle,0,-2,0,2
11133,Maokai,Kennen,0,1,2,1
11134,Maokai,Kha Zix,0,0,0,0
11135,Maokai,Kog Maw,0,0,0,0
11136,Maokai,Kled,0,0,0,0
11137,Maokai,Kindred,0,1,2,1
11138,Maokai,LeBlanc,0,0,0,0
11139,Maokai,Lee Sin,0,0,0,0
11140,Maokai,Leona,0,1,0,1
11141,Maokai,Lucian,-4,-5,6,5
11142,Maokai,Lissandra,1,-1,1,1
11143,Maokai,Lulu,0,-1,0,1
11144,Maokai,Lux,1,-1,1,1
11145,Maokai,Malphite,-1,-3,1,5
11146,Maokai,Malzahar,0,-1,0,1
11147,Maokai,Maokai,0,0,0,0
11148,Maokai,Master Yi,0,0,0,0
11149,Maokai,Miss Fortune,0,0,0,0
11150,Maokai,Mordekaiser,0,0,0,0
11151,Maokai,Morgana,0,1,0,1
11152,Maokai,Nami,0,0,0,0
11153,Maokai,Nasus,0,0,0,0
11154,Maokai,Nautilus,1,0,1,4
11155,Maokai,Neeko,-1,0,1,0
11156,Maokai,Nidalee,2,1,2,1
11157,Maokai,Nocturne,-1,0,1,0
11158,Maokai,Nunu and Willump,0,0,0,0
11159,Maokai,Olaf,0,0,0,0
11160,Maokai,Orrn,0,0,0,0
11161,Maokai,Orianna,0,1,0,1
11162,Maokai,Pantheon,0,1,0,1
11163,Maokai,Poppy,0,0,0,0
11164,Maokai,Pyke,2,1,2,1
11165,Maokai,Quinn,0,0,0,2
11166,Maokai,Rammus,0,0,0,0
11167,Maokai,Rakan,1,0,1,0
11168,Maokai,Rek Sai,0,0,0,0
11169,Maokai,Renekton,-4,0,4,0
11170,Maokai,Rengar,0,1,0,1
11171,Maokai,Riven,0,1,0,1
11172,Maokai,Rumble,1,1,1,1
11173,Maokai,Ryze,0,-3,0,5
11174,Maokai,Samira,2,0,2,0
11175,Maokai,Sejuani,0,0,0,0
11176,Maokai,Seraphine,0,0,2,0
11177,Maokai,Shaco,2,1,2,3
11178,Maokai,Shen,-5,0,5,0
11179,Maokai,Shyvana,0,0,0,0
11180,Maokai,Singed,0,0,0,0
11181,Maokai,Sion,0,-3,0,5
11182,Maokai,Sivir,1,0,1,0
11183,Maokai,Skarner,0,0,0,0
11184,Maokai,Sona,-1,0,3,0
11185,Maokai,Soraka,1,0,1,0
11186,Maokai,Swain,0,-2,0,4
11187,Maokai,Syndra,0,1,0,1
11188,Maokai,Sylas,-4,-1,4,1
11189,Maokai,Talon,1,0,1,0
11190,Maokai,Taliyah,0,0,0,2
11191,Maokai,Taric,1,0,1,0
11192,Maokai,Tahm Kench,0,0,0,0
11193,Maokai,Thresh,0,-5,0,5
11194,Maokai,Teemo,0,0,0,0
11195,Maokai,Tristana,1,-1,1,1
11196,Maokai,Trundle,0,0,0,0
11197,Maokai,Tryndamere,0,0,0,0
11198,Maokai,Twisted Fate,0,0,0,0
11199,Maokai,Twitch,1,0,1,2
11200,Maokai,Udyr,0,0,0,0
11201,Maokai,Urgot,0,0,0,0
11202,Maokai,Varus,-1,1,1,1
11203,Maokai,Vayne,2,2,4,2
11204,Maokai,Veigar,0,4,0,6
11205,Maokai,Vel Koz,0,0,0,0
11206,Maokai,Vi,0,0,0,0
11207,Maokai,Viktor,1,0,1,0
11208,Maokai,Vladimir,1,-1,1,1
11209,Maokai,Volibear,-1,-1,1,1
11210,Maokai,Warwick,0,1,0,1
11211,Maokai,Wukong,0,0,0,0
11212,Maokai,Xayah,1,-1,1,1
11213,Maokai,Xerath,0,-1,0,1
11214,Maokai,Xin Zhao,0,0,0,0
11215,Maokai,Yasuo,-1,-1,1,1
11216,Maokai,Yorick,1,1,1,1
11217,Maokai,Zac,0,2,0,2
11218,Maokai,Zed,-4,1,6,1
11219,Maokai,Ziggs,-1,0,5,2
11220,Maokai,Zilean,0,1,0,3
11221,Maokai,Zoe,2,-3,2,5
11222,Maokai,Zyra,0,0,0,0
11223,Maokai,Yuumi,0,-1,0,3
11224,Maokai,Senna,-1,0,1,2
11225,Maokai,Qiana,0,0,0,0
11226,Maokai,Sett,0,1,0,3
11227,Maokai,Aphelios,0,0,0,2
11228,Maokai,Viego,-3,3,5,3
11229,Maokai,Rell,0,0,0,0
11230,Maokai,Lillia,1,1,1,3
11231,Maokai,Yone,2,1,2,1
11232,Master Yi,Aatrox,0,0,0,0
11233,Master Yi,Akali,0,0,0,0
11234,Master Yi,Aurelion Sol,0,0,0,0
11235,Master Yi,Ahri,0,0,0,0
11236,Master Yi,Akshan,0,0,0,0
11237,Master Yi,Alistar,0,0,0,0
11238,Master Yi,Amumu,0,0,0,0
11239,Master Yi,Anivia,0,0,0,0
11240,Master Yi,Annie,0,0,0,0
11241,Master Yi,Ashe,0,0,0,0
11242,Master Yi,Azir,0,0,0,0
11243,Master Yi,Bard,0,0,0,0
11244,Master Yi,Blitzcrank,0,0,0,0
11245,Master Yi,Brand,0,0,0,0
11246,Master Yi,Braum,0,0,0,0
11247,Master Yi,Camille,0,0,0,0
11248,Master Yi,Caitlyn,0,0,0,0
11249,Master Yi,Cassiopeia,0,0,0,0
11250,Master Yi,Cho Gath,0,0,0,0
11251,Master Yi,Corki,0,0,0,0
11252,Master Yi,Darius,0,0,0,0
11253,Master Yi,Dr. Mundo,0,0,0,0
11254,Master Yi,Diana,0,0,0,0
11255,Master Yi,Draven,0,0,0,0
11256,Master Yi,Ekko,0,0,0,0
11257,Master Yi,Elise,0,0,0,0
11258,Master Yi,Evelynn,0,0,0,0
11259,Master Yi,Ezreal,0,0,0,0
11260,Master Yi,Fiddlesticks,0,0,0,0
11261,Master Yi,Fiora,0,0,0,0
11262,Master Yi,Fizz,0,0,0,0
11263,Master Yi,Galio,0,0,0,0
11264,Master Yi,Gangplank,0,0,0,0
11265,Master Yi,Garen,0,0,0,0
11266,Master Yi,Gnar,0,0,0,0
11267,Master Yi,Gragas,0,0,0,0
11268,Master Yi,Graves,0,0,0,0
11269,Master Yi,Gwen,0,0,0,0
11270,Master Yi,Hecarim,0,0,0,0
11271,Master Yi,Heimerdinger,0,0,0,0
11272,Master Yi,Irelia,0,0,0,0
11273,Master Yi,Ivern,0,0,0,0
11274,Master Yi,Illaoi,0,0,0,0
11275,Master Yi,Janna,0,0,0,0
11276,Master Yi,Jarvan IV,0,0,0,0
11277,Master Yi,Jax,0,0,0,0
11278,Master Yi,Jayce,0,0,0,0
11279,Master Yi,Jhin,0,0,0,0
11280,Master Yi,Jinx,0,0,0,0
11281,Master Yi,Karma,0,0,0,0
11282,Master Yi,Kalista,0,0,0,0
11283,Master Yi,Karthus,0,0,0,0
11284,Master Yi,Kassadin,0,0,0,0
11285,Master Yi,Kai Sa,0,0,0,0
11286,Master Yi,Katarina,0,0,0,0
11287,Master Yi,Kayn,0,0,0,0
11288,Master Yi,Kayle,0,0,0,0
11289,Master Yi,Kennen,0,0,0,0
11290,Master Yi,Kha Zix,0,0,0,0
11291,Master Yi,Kog Maw,0,0,0,0
11292,Master Yi,Kled,0,0,0,0
11293,Master Yi,Kindred,0,0,0,0
11294,Master Yi,LeBlanc,0,0,0,0
11295,Master Yi,Lee Sin,0,0,0,0
11296,Master Yi,Leona,0,0,0,0
11297,Master Yi,Lucian,0,0,0,0
11298,Master Yi,Lissandra,0,0,0,0
11299,Master Yi,Lulu,0,0,0,0
11300,Master Yi,Lux,0,0,0,0
11301,Master Yi,Malphite,0,0,0,0
11302,Master Yi,Malzahar,0,0,0,0
11303,Master Yi,Maokai,0,0,0,0
11304,Master Yi,Master Yi,0,0,0,0
11305,Master Yi,Miss Fortune,0,0,0,0
11306,Master Yi,Mordekaiser,0,0,0,0
11307,Master Yi,Morgana,0,0,0,0
11308,Master Yi,Nami,0,0,0,0
11309,Master Yi,Nasus,0,0,0,0
11310,Master Yi,Nautilus,0,0,0,0
11311,Master Yi,Neeko,0,0,0,0
11312,Master Yi,Nidalee,0,0,0,0
11313,Master Yi,Nocturne,0,0,0,0
11314,Master Yi,Nunu and Willump,0,0,0,0
11315,Master Yi,Olaf,0,0,0,0
11316,Master Yi,Orrn,0,0,0,0
11317,Master Yi,Orianna,0,0,0,0
11318,Master Yi,Pantheon,0,0,0,0
11319,Master Yi,Poppy,0,0,0,0
11320,Master Yi,Pyke,0,0,0,0
11321,Master Yi,Quinn,0,0,0,0
11322,Master Yi,Rammus,0,0,0,0
11323,Master Yi,Rakan,0,0,0,0
11324,Master Yi,Rek Sai,0,0,0,0
11325,Master Yi,Renekton,0,0,0,0
11326,Master Yi,Rengar,0,0,0,0
11327,Master Yi,Riven,0,0,0,0
11328,Master Yi,Rumble,0,0,0,0
11329,Master Yi,Ryze,0,0,0,0
11330,Master Yi,Samira,0,0,0,0
11331,Master Yi,Sejuani,0,0,0,0
11332,Master Yi,Seraphine,0,0,0,0
11333,Master Yi,Shaco,0,0,0,0
11334,Master Yi,Shen,0,0,0,0
11335,Master Yi,Shyvana,0,0,0,0
11336,Master Yi,Singed,0,0,0,0
11337,Master Yi,Sion,0,0,0,0
11338,Master Yi,Sivir,0,0,0,0
11339,Master Yi,Skarner,0,0,0,0
11340,Master Yi,Sona,0,0,0,0
11341,Master Yi,Soraka,0,0,0,0
11342,Master Yi,Swain,0,0,0,0
11343,Master Yi,Syndra,0,0,0,0
11344,Master Yi,Sylas,0,0,0,0
11345,Master Yi,Talon,0,0,0,0
11346,Master Yi,Taliyah,0,0,0,0
11347,Master Yi,Taric,0,0,0,0
11348,Master Yi,Tahm Kench,0,0,0,0
11349,Master Yi,Thresh,0,0,0,0
11350,Master Yi,Teemo,0,0,0,0
11351,Master Yi,Tristana,0,0,0,0
11352,Master Yi,Trundle,0,0,0,0
11353,Master Yi,Tryndamere,0,0,0,0
11354,Master Yi,Twisted Fate,0,0,0,0
11355,Master Yi,Twitch,0,0,0,0
11356,Master Yi,Udyr,0,0,0,0
11357,Master Yi,Urgot,0,0,0,0
11358,Master Yi,Varus,0,0,0,0
11359,Master Yi,Vayne,0,0,0,0
11360,Master Yi,Veigar,0,0,0,0
11361,Master Yi,Vel Koz,0,0,0,0
11362,Master Yi,Vi,0,0,0,0
11363,Master Yi,Viktor,0,0,0,0
11364,Master Yi,Vladimir,0,0,0,0
11365,Master Yi,Volibear,0,0,0,0
11366,Master Yi,Warwick,0,0,0,0
11367,Master Yi,Wukong,0,0,0,0
11368,Master Yi,Xayah,0,0,0,0
11369,Master Yi,Xerath,0,0,0,0
11370,Master Yi,Xin Zhao,0,0,0,0
11371,Master Yi,Yasuo,0,0,0,0
11372,Master Yi,Yorick,0,0,0,0
11373,Master Yi,Zac,0,0,0,0
11374,Master Yi,Zed,0,0,0,0
11375,Master Yi,Ziggs,0,0,0,0
11376,Master Yi,Zilean,0,0,0,0
11377,Master Yi,Zoe,0,0,0,0
11378,Master Yi,Zyra,0,0,0,0
11379,Master Yi,Yuumi,0,0,0,0
11380,Master Yi,Senna,0,0,0,0
11381,Master Yi,Qiana,0,0,0,0
11382,Master Yi,Sett,0,0,0,0
11383,Master Yi,Aphelios,0,0,0,0
11384,Master Yi,Viego,0,0,0,0
11385,Master Yi,Rell,0,0,0,0
11386,Master Yi,Lillia,0,0,0,0
11387,Master Yi,Yone,0,0,0,0
11388,Miss Fortune,Aatrox,0,0,0,0
11389,Miss Fortune,Akali,0,0,0,0
11390,Miss Fortune,Aurelion Sol,0,0,0,0
11391,Miss Fortune,Ahri,0,0,0,0
11392,Miss Fortune,Akshan,0,0,0,0
11393,Miss Fortune,Alistar,0,0,0,0
11394,Miss Fortune,Amumu,0,0,0,0
11395,Miss Fortune,Anivia,0,0,0,0
11396,Miss Fortune,Annie,0,0,0,0
